账户ID,钱包余额,SN,操作类型,操作金额,备注,操作时间,操作人员
olAFl67GAy1Vgs8pgqE3fmdKjcbs,0.00,68772537090862	,用户提现,1.20,用户提现-退费单RF2026072113081635344,2026-07-21 13:10:02,用户提现,
olAFl67GAy1Vgs8pgqE3fmdKjcbs,1.20,68772537090862	,订单退费转入,1.20,系统处理工单时转移用户余额，订单号=WS2025100207153462275,2026-07-21 13:08:16,SYS,
o2uAP659Z5UoyDOkpK7aSQ0FYk_8,0.00,328813559	,用户提现,219.00,用户提现-退费单RF2026072103150325114,2026-07-21 12:36:35,用户提现,
olAFl62-2G8W8PxEQJSnOF5diHGA,0.00,69212621220708	,用户提现,179.00,用户提现-退费单RF2026072003150387247,2026-07-21 12:35:53,用户提现,
ojb7F2J6yDJCA4P6hxuh4GCtjO9U,0.00,70032627110271	,用户提现,29.00,用户提现-退费单RF2026072112283237495,2026-07-21 12:35:11,用户提现,
olAFl69-4t4wTWojK_WMjvKrXMhM,0.00,864665060528416	,用户提现,479.00,用户提现-退费单RF2026072112305088484,2026-07-21 12:32:58,用户提现,
olAFl69-4t4wTWojK_WMjvKrXMhM,479.00,864665060528416	,订单退费转入,479.00,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-21 12:30:51,SYS,
ojb7F2J6yDJCA4P6hxuh4GCtjO9U,29.00,70032627110271	,订单退费转入,29.00,工单系统流量套餐退款,2026-07-21 12:28:32,SYS,
olAFl60n0V8BdIkaykPBZs47vOgA,0.00,63272414006119	,用户提现,23.30,用户提现-退费单RF2026071703150772898,2026-07-21 12:20:36,用户提现,
olAFl63BFXrMGkHdxuhkHFkLTfwg,0.00,67482503245613	,用户提现,140.40,用户提现-退费单RF2026072112183628928,2026-07-21 12:19:31,用户提现,
olAFl63BFXrMGkHdxuhkHFkLTfwg,140.40,67482503245613	,订单退费转入,140.40,系统处理工单时转移用户余额，订单号=WS2026071613005043458,2026-07-21 12:18:36,SYS,
olAFl6_r4PVtGgBGkq1suAVUuC8s,0.00,69142529004376	,用户提现,2.00,用户提现-退费单RF2026072111362710976,2026-07-21 12:08:24,用户提现,
olAFl633LXyGiX6IouvSkXgdFpHM,0.00,69212612175064	,用户提现,8.40,用户提现-退费单RF2026071403150242725,2026-07-21 11:56:26,用户提现,
olAFl66OjRHTqNNvrwiHdN9T-KGY,27.60,67002509220257	,订单退费转入,27.60,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-21 11:44:26,SYS,
olAFl6_r4PVtGgBGkq1suAVUuC8s,2.00,69142529004376	,订单退费转入,2.00,系统处理工单时转移用户余额，订单号=WS2025120216512899429,2026-07-21 11:36:27,SYS,
olAFl693KnEorUSF3DjDTH9C0dRY,0.00,69212621221407	,用户提现,172.20,用户提现-退费单RF2026072111331307046,2026-07-21 11:34:49,用户提现,
olAFl693KnEorUSF3DjDTH9C0dRY,172.20,69212621221407	,订单退费转入,172.20,系统处理工单时转移用户余额，订单号=WS2026062200244694049,2026-07-21 11:33:13,SYS,
ojb7F2G698u6tfyOCrTO2sF2p2iM,0.00,70032617031789	,用户提现,168.00,用户提现-退费单RF2026072111293528998,2026-07-21 11:29:58,用户提现,
ojb7F2G698u6tfyOCrTO2sF2p2iM,168.00,70032617031789	,订单退费转入,168.00,工单系统流量套餐退款,2026-07-21 11:29:35,SYS,
olAFl6_EJbeA2O9ZrlcCirEj-vEo,0.00,67512445099522	,用户提现,100.00,用户提现-退费单RF2026072111133232867,2026-07-21 11:15:19,用户提现,
olAFl6_EJbeA2O9ZrlcCirEj-vEo,100.00,67512445099522	,订单退费转入,100.00,系统处理工单时转移用户余额，订单号=WN2026072111063501413,2026-07-21 11:13:32,SYS,
ojb7F2Ek9gOhoXuJIWckvClH4YnQ,0.00,69142620027172	,用户提现,100.00,用户提现-退费单RF2026072110470367924,2026-07-21 10:47:26,用户提现,
ojb7F2Ek9gOhoXuJIWckvClH4YnQ,100.00,69142620027172	,订单退费转入,100.00,系统处理工单时转移用户余额，订单号=WN2026071914382084473,2026-07-21 10:47:04,SYS,
ojb7F2LkQUnq1xRUK57guDRNKtdA,0.00,69212544103774	,用户提现,109.00,用户提现-退费单RF2026071916260439166,2026-07-21 10:22:26,用户提现,
ojb7F2BkgwfsMje0oAhIUKExWjmw,0.00,69212538043238	,用户提现,121.20,用户提现-退费单RF2026072109571334022,2026-07-21 10:16:51,用户提现,
odELQ6hjVVwJoTk6JIi7zNGVxhPw,0.00,67872502006543	,用户提现,12.00,用户提现-退费单RF2026072110074703778,2026-07-21 10:11:16,用户提现,
odELQ6hjVVwJoTk6JIi7zNGVxhPw,12.00,67872502006543	,订单退费转入,12.00,工单系统流量套餐退款 组合支付：微信退费 12.00,2026-07-21 10:07:47,SYS,
olAFl6_Xg0zF8bIQ_XNxXG6pUU4c,0.00,67492602588763	,用户提现,142.10,用户提现-退费单RF2026071003155135967,2026-07-21 10:02:32,用户提现,
ojb7F2BkgwfsMje0oAhIUKExWjmw,121.20,69212538043238	,订单退费转入,121.20,系统处理工单时转移用户余额，订单号=WS2026070514212714475,2026-07-21 09:57:13,SYS,
ojb7F2CMHW3UNRE_mRbNPeOACT2c,0.00,69212621226387	,用户提现,141.20,用户提现-退费单RF2026072109552035176,2026-07-21 09:56:01,用户提现,
ojb7F2CMHW3UNRE_mRbNPeOACT2c,141.20,69212621226387	,订单退费转入,141.20,系统处理工单时转移用户余额，订单号=WS2026071116252142467,2026-07-21 09:55:20,SYS,
olAFl65dOYEjUPQH8iDVPvCTqlI8,0.00,864665063278936	,用户提现,134.20,用户提现-退费单RF2026071409392671811,2026-07-21 09:49:27,用户提现,
olAFl6xCzdLZKyoHJAAn0DeO4Z8U,0.00,67002447035854	,用户提现,271.90,用户提现-退费单RF2026072109345761983,2026-07-21 09:35:35,用户提现,
olAFl6xCzdLZKyoHJAAn0DeO4Z8U,271.90,67002447035854	,订单退费转入,271.90,系统处理工单时转移用户余额，订单号=WS2026052207452484867,2026-07-21 09:34:58,SYS,
odELQ6ojf7R-0A7_30Fkim9iR_sE,59.00,67682451004132	,订单退费转入,59.00,工单系统流量套餐退款,2026-07-21 09:34:04,SYS,
o2uAP6_0oK2hr4Iy_Xervas9hf70,0.00,328804861	,用户提现,49.00,用户提现-退费单RF2026072109220078683,2026-07-21 09:30:26,用户提现,
o2uAP6_0oK2hr4Iy_Xervas9hf70,49.00,328804861	,订单退费转入,49.00,工单系统审核退费单-套餐已作废/钱包已清零,2026-07-21 09:29:07,SYS,
olAFl6wi_nSWNKcanmVMCjILSyMk,0.00,69212602144298	,用户提现,26.20,用户提现-退费单RF2026072109110949873,2026-07-21 09:26:43,用户提现,
olAFl6wi_nSWNKcanmVMCjILSyMk,26.20,69212602144298	,订单退费转入,26.20,系统处理工单时转移用户余额，订单号=WS2026062212473537947,2026-07-21 09:11:10,SYS,
olAFl68_RIiuZpYq2lZDHnbFjPmw,0.00,67492445342004	,用户提现,106.00,用户提现-退费单RF2026072103150330059,2026-07-21 09:07:41,用户提现,
ojb7F2K52rGZu-5EjWiCsuZRlOK0,138.00,69142621045030	,订单退费转入,138.00,工单系统流量套餐退款,2026-07-21 08:57:51,SYS,
ojb7F2Bxabyqu4iMY3fkRh3fxCGM,0.00,67492602581339	,用户提现,39.00,用户提现-退费单RF2026071922341161773,2026-07-21 08:36:45,用户提现,
ojb7F2MpvkLKKvx_UUbB1jCF-FOE,0.00,68772550177681	,用户提现,199.00,用户提现-退费单RF2026070303152575118,2026-07-21 07:53:58,用户提现,
olAFl66_F1_tGtNtB3EWWrJTszTs,0.00,67492552543309	,用户提现,54.00,用户提现-退费单RF2026072107151051383,2026-07-21 07:15:46,用户提现,
olAFl66_F1_tGtNtB3EWWrJTszTs,54.00,67492552543309	,订单退费转入,54.00,系统处理工单时转移用户余额，订单号=WS2026021815534683573,2026-07-21 07:15:11,SYS,
olAFl6_PGjyQ7Uk4SrdOt9IpxRf0,0.00,68932532018848	,用户提现,29.90,用户提现-退费单RF2026072107102587192,2026-07-21 07:11:05,用户提现,
olAFl6_PGjyQ7Uk4SrdOt9IpxRf0,29.90,68932532018848	,订单退费转入,29.90,工单系统流量套餐退款,2026-07-21 07:10:26,SYS,
olAFl60voJ31DivzhWB7L2gWMAdw,19.80,67512440018382	,订单退费转入,19.80,工单系统流量套餐退款 组合支付：微信退费 19.80,2026-07-21 06:54:26,SYS,
ojb7F2EriPAUHEcj8ozahas4ruhQ,0.00,70032621092191	,用户提现,186.00,用户提现-退费单RF2026072103443988080,2026-07-21 03:45:15,用户提现,
ojb7F2EriPAUHEcj8ozahas4ruhQ,186.00,70032621092191	,订单退费转入,186.00,工单系统流量套餐退款,2026-07-21 03:44:40,SYS,
olAFl608Eb4_D1I4JWxIpnSlpGN8,46.40,63272421037681	,订单退费转入,46.40,系统处理工单时转移用户余额，订单号=WS2026022820350623032,2026-07-21 03:15:06,SYS,
olAFl62zqWHPTB9tM7BnUo0TBjQI,49.00,864665070653196	,订单退费转入,49.00,工单系统审核退费单-套餐已作废/钱包已清零,2026-07-21 03:15:06,SYS,
olAFl67EB9A0aWaXCwBUuhKG3OVw,63.90,67492445317710	,订单退费转入,63.90,系统处理工单时转移用户余额，订单号=WN2025100119230099814,2026-07-21 03:15:06,SYS,
olAFl6y2D0PgzD_Hd-DwVxVLYewQ,103.60,67482610424739	,订单退费转入,103.60,系统处理工单时转移用户余额，订单号=WS2026051520394196535,2026-07-21 03:15:06,SYS,
olAFl6_b_1w41kSYVklsajsFKzNw,179.00,70032621087823	,订单退费转入,179.00,工单系统流量套餐退款,2026-07-21 03:15:06,SYS,
olAFl605aeGHSfRtkb7osq3yQDJQ,143.80,60992438020615	,订单退费转入,143.80,系统处理工单时转移用户余额，订单号=WS2026040121575697430,2026-07-21 03:15:05,SYS,
olAFl69GTdIMNs7e-GzDaqhBn4bg,3.90,67512443057287	,订单退费转入,3.90,系统处理工单时转移用户余额，订单号=WS2025081913035398963,2026-07-21 03:15:05,SYS,
olAFl69GYJ_Kg6vf5rGxOV5jk8Ns,80.80,68772520017773	,订单退费转入,80.80,系统处理工单时转移用户余额，订单号=WS2025111207171790534,2026-07-21 03:15:05,SYS,
ojb7F2Kynl2qprE5tvyye6jC8ins,61.20,69212621221531	,订单退费转入,61.20,系统处理工单时转移用户余额，订单号=WN2026062811092880177,2026-07-21 03:15:05,SYS,
olAFl67qYlsU2NTUR27742VFog9g,105.40,68772550175801	,订单退费转入,105.40,系统处理工单时转移用户余额，订单号=WS2026010817250042263,2026-07-21 03:15:05,SYS,
o2uAP6xqyZrmG3p0r_TQU8_S0gCc,29.90,328813694	,订单退费转入,29.90,工单系统流量套餐退款,2026-07-21 03:15:05,SYS,
olAFl6-xbpq80pp1g-KMEOjWJ3j4,37.00,67002509218394	,订单退费转入,37.00,系统处理工单时转移用户余额，订单号=WS2026021411241985836,2026-07-21 03:15:05,SYS,
olAFl65PIh1VemTMPC6jHh21tywM,122.00,67002535365273	,订单退费转入,122.00,系统处理工单时转移用户余额，订单号=WS2026063011480748855 本单会员价格20.00元，不能退款,2026-07-21 03:15:05,SYS,
olAFl67XY4KqbfFIKR1Yuw357IkY,15.50,67512534238035	,订单退费转入,15.50,系统处理工单时转移用户余额，订单号=WS2026032721375042858,2026-07-21 03:15:05,SYS,
olAFl62wXEBpV4faEaoO71m85370,70.30,867061073696357	,订单退费转入,70.30,系统处理工单时转移用户余额，订单号=WS2026051519311844344,2026-07-21 03:15:04,SYS,
olAFl66E2j8C0e96ENVm4i6uO_p0,52.40,69212612170746	,订单退费转入,52.40,系统处理工单时转移用户余额，订单号=WN2026041414512745639,2026-07-21 03:15:04,SYS,
olAFl627aibYWnODJEpU28o5ezW4,24.40,69212612184185	,订单退费转入,24.40,系统处理工单时转移用户余额，订单号=WN2026041821194538250,2026-07-21 03:15:04,SYS,
olAFl6wiMPUxfCkqbRFyN6Pve8DU,12.90,60912436206297	,订单退费转入,12.90,系统处理工单时转移用户余额，订单号=WS2025101214214312610,2026-07-21 03:15:04,SYS,
ojb7F2OQbLk9JaC2eDoeutRkRDGs,199.00,69212621222966	,订单退费转入,199.00,工单系统流量套餐退款,2026-07-21 03:15:04,SYS,
olAFl6yVS-bJQevYV5pB1ETMabCw,85.30,67482513399606	,订单退费转入,85.30,系统处理工单时转移用户余额，订单号=WS2026040619085236165,2026-07-21 03:15:04,SYS,
olAFl6_x7Rn8IfOaE2MmuGP4bisw,34.00,69142529006173	,订单退费转入,34.00,系统处理工单时转移用户余额，订单号=WS2025082909225361198,2026-07-21 03:15:04,SYS,
olAFl64_ou-i2blDUaMRbQ2LcRZg,141.20,67002535358163	,订单退费转入,141.20,系统处理工单时转移用户余额，订单号=WS2026063015082113529,2026-07-21 03:15:04,SYS,
olAFl60RiNyE0bXfD23PTpGIji7o,19.00,69212621215155	,订单退费转入,19.00,工单系统流量套餐退款,2026-07-21 03:15:04,SYS,
olAFl62icKAwSUKyyyJPCRW-P2Eo,87.30,67002535386281	,订单退费转入,87.30,系统处理工单时转移用户余额，订单号=WS2026011700332595816,2026-07-21 03:15:03,SYS,
ojb7F2KYxhTnXh2jpUVhNPeKo2W4,79.00,69212621218363	,订单退费转入,79.00,工单系统流量套餐退款,2026-07-21 03:15:03,SYS,
olAFl63x3lugaCKj3481toD_11eg,106.00,67512525220308	,订单退费转入,106.00,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-21 03:15:03,SYS,
olAFl6znYwy6B-6wOkZF3n8UZxs0,20.00,67482449093512	,订单退费转入,20.00,系统处理工单时转移用户余额，订单号=WS2025103017200194768,2026-07-21 03:15:03,SYS,
o2uAP659Z5UoyDOkpK7aSQ0FYk_8,219.00,328813559	,订单退费转入,219.00,工单系统流量套餐退款,2026-07-21 03:15:03,SYS,
olAFl68_RIiuZpYq2lZDHnbFjPmw,106.00,67492445342004	,订单退费转入,106.00,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-21 03:15:03,SYS,
olAFl6_4EmQQ8aK5SAS4djLN3jFg,160.10,67482454163669	,订单退费转入,160.10,系统处理工单时转移用户余额，订单号=WS2026063002461919951,2026-07-21 03:15:03,SYS,
olAFl6yhO_R3_EynRGnN_V3x5UpE,92.40,67492509452458	,订单退费转入,92.40,系统处理工单时转移用户余额，订单号=WS2026032808030205810,2026-07-21 03:15:02,SYS,
olAFl69QsB0NhaOGpYAdtcYweQ7Q,44.30,864665068151278	,订单退费转入,44.30,系统处理工单时转移用户余额，订单号=WS2025121909333058616,2026-07-21 03:15:02,SYS,
olAFl6_folcZxle9uXLYQ1omdvAk,43.00,69212606155360	,订单退费转入,43.00,系统处理工单时转移用户余额，订单号=WS2026040800244519252,2026-07-21 03:15:02,SYS,
olAFl6zOBK7wjkm9otdiWIyQLhk4,202.00,864665067758586	,订单退费转入,202.00,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-21 03:15:02,SYS,
olAFl67euEiOz6Ik-xaivrJLD2G0,0.00,70032621091501	,用户提现,171.20,用户提现-退费单RF2026072103095025086,2026-07-21 03:10:17,用户提现,
olAFl67euEiOz6Ik-xaivrJLD2G0,171.20,70032621091501	,订单退费转入,171.20,系统处理工单时转移用户余额，订单号=WS2026062208142553894,2026-07-21 03:09:50,SYS,
odELQ6rqiEaaPSwV3Mnsq9V-DDBg,0.00,67492610674801	,用户提现,41.00,用户提现-退费单RF2026071918423583769,2026-07-21 02:51:51,用户提现,
ojb7F2Ad07rXynR7eGcWSubY8J28,0.00,70032617028668	,用户提现,109.00,用户提现-退费单RF2026071915425463383,2026-07-21 02:27:50,用户提现,
olAFl67Ig_NGHV4gAG3bITuHNJ54,0.00,69212544096987	,用户提现,82.50,用户提现-退费单RF2026072100425628975,2026-07-21 00:43:16,用户提现,
olAFl67Ig_NGHV4gAG3bITuHNJ54,82.50,69212544096987	,订单退费转入,82.50,系统处理工单时转移用户余额，订单号=WN2026062119372458195,2026-07-21 00:42:56,SYS,
olAFl6wb56gW--T3mKQQlDUme5eM,0.00,69212612173507	,用户提现,163.10,用户提现-退费单RF2026072100092988027,2026-07-21 00:09:45,用户提现,
olAFl6wb56gW--T3mKQQlDUme5eM,163.10,69212612173507	,订单退费转入,163.10,系统处理工单时转移用户余额，订单号=WS2026070708410699795,2026-07-21 00:09:30,SYS,
ojb7F2B7mFWLFBdsQl3pJv248Kxc,21.00,69212621217638	,订单退费转入,21.00,系统处理工单时转移用户余额，订单号=WS2026070314502508620,2026-07-21 00:01:56,SYS,
olAFl6xGlnyxn9Fk-lnMNTJr_yTM,0.00,68772522030817	,用户提现,52.60,用户提现-退费单RF2026072023391699294,2026-07-20 23:39:39,用户提现,
olAFl6xGlnyxn9Fk-lnMNTJr_yTM,52.60,68772522030817	,订单退费转入,52.60,系统处理工单时转移用户余额，订单号=WS2026011817484354098,2026-07-20 23:39:17,SYS,
olAFl64IDZvCqldRcE01J2uaHAWI,0.00,67492603601668	,用户提现,47.30,用户提现-退费单RF2026071808500570596,2026-07-20 23:26:33,用户提现,
olAFl676sFAInptMvvmoOYVJKtH0,0.00,70032621091374	,用户提现,92.20,用户提现-退费单RF2026072023081130527,2026-07-20 23:08:36,用户提现,
olAFl676sFAInptMvvmoOYVJKtH0,92.20,70032621091374	,订单退费转入,92.20,系统处理工单时转移用户余额，订单号=WN2026062310270936997,2026-07-20 23:08:11,SYS,
ojb7F2B42I-iVeabD6F_bwk00SsQ,0.00,67482610414678	,用户提现,95.00,用户提现-退费单RF2026072023035816249,2026-07-20 23:05:00,用户提现,
ojb7F2B42I-iVeabD6F_bwk00SsQ,95.00,67482610414678	,订单退费转入,95.00,工单系统流量套餐退款 本单会员价格20.00元，不能退款,2026-07-20 23:03:58,SYS,
olAFl67ggOAsPo8vp7wIkMArEK_Q,0.00,864665068123541	,用户提现,5.20,用户提现-退费单RF2026072022572818688,2026-07-20 22:58:04,用户提现,
olAFl67ggOAsPo8vp7wIkMArEK_Q,5.20,864665068123541	,订单退费转入,5.20,系统处理工单时转移用户余额，订单号=WS2026022615431817233,2026-07-20 22:57:28,SYS,
olAFl69-wUdaXrpwpDRB4WFMRDSk,0.00,67002509213423	,用户提现,180.00,用户提现-退费单RF2026072014295465879,2026-07-20 22:46:22,用户提现,
olAFl60K9eSTZgEGkcRmkYYUy2xQ,0.00,67492538503523	,用户提现,88.40,用户提现-退费单RF2026072021425319511,2026-07-20 22:10:58,用户提现,
ojb7F2L-uGmidzp4nFiiOAg1MAEE,179.00,69212612185263	,订单退费转入,179.00,工单系统流量套餐退款,2026-07-20 22:00:18,SYS,
olAFl60dZBzKwlwSIQpmYn-Lr404,59.70,69142529011304	,订单退费转入,59.70,系统处理工单时转移用户余额，订单号=WS2025090513405323927,2026-07-20 21:50:39,SYS,
olAFl60K9eSTZgEGkcRmkYYUy2xQ,88.40,67492538503523	,订单退费转入,88.40,系统处理工单时转移用户余额，订单号=WS2026022007395031576,2026-07-20 21:42:53,SYS,
olAFl66_IRP4Wi4Ghpq7VlER70xk,46.00,68772602249001	,订单退费转入,46.00,系统处理工单时转移用户余额，订单号=WS2026021217092419799,2026-07-20 21:31:55,SYS,
olAFl69u4mLk_M9rCBmzyqvt64c8,0.00,864665070600668	,用户提现,71.80,用户提现-退费单RF2026072003150317790,2026-07-20 21:25:20,用户提现,
ojb7F2GrYqAoY2XBK-AMVPCDAZZU,19.00,67492602580307	,订单退费转入,19.00,工单系统流量套餐退款,2026-07-20 21:24:22,SYS,
ojb7F2OQVX_w35ZnEmtm3lNHyJpM,0.00,69212612172782	,用户提现,121.20,用户提现-退费单RF2026072021064282266,2026-07-20 21:13:19,用户提现,
ojb7F2DCqzt2QF246RYr87B2HomA,0.00,68932612067065	,用户提现,440.00,用户提现-退费单RF2026071815385378366,2026-07-20 21:12:27,用户提现,
olAFl6yE4alB8JzPM3VjqjIb6DQE,2.20,67002453141492	,订单退费转入,2.20,工单系统流量套餐退款 组合支付：微信退费 2.20,2026-07-20 21:08:18,SYS,
ojb7F2OQVX_w35ZnEmtm3lNHyJpM,121.20,69212612172782	,订单退费转入,121.20,系统处理工单时转移用户余额，订单号=WS2026071712210490895,2026-07-20 21:06:43,SYS,
olAFl68pTlSVaXkgFYja_AGZnWr4,0.00,68772610297646	,用户提现,1.80,用户提现-退费单RF2026072021060765752,2026-07-20 21:06:23,用户提现,
olAFl68pTlSVaXkgFYja_AGZnWr4,1.80,68772610297646	,订单退费转入,1.80,工单系统流量套餐退款 组合支付：微信退费 1.80,2026-07-20 21:06:08,SYS,
olAFl6xoQC4HnhbhCpU0DULFpUGA,0.00,67492610674470	,用户提现,79.00,用户提现-退费单RF2026072018345382335,2026-07-20 21:02:17,用户提现,
ojb7F2PLHU6HlDfGbpeOWbbegKG8,420.00,67492538511579	,订单退费转入,420.00,工单系统流量套餐退款,2026-07-20 20:32:00,SYS,
olAFl66e0DOc1hCJll18rLBLEUhA,0.00,67492507391460	,用户提现,106.00,用户提现-退费单RF2026071520315657898,2026-07-20 20:29:00,用户提现,
ojb7F2EqkTHa2v9ipqNBfUI2-BfY,0.00,67492603607135	,用户提现,179.00,用户提现-退费单RF2026071519112206793,2026-07-20 20:26:52,用户提现,
ojb7F2EqkTHa2v9ipqNBfUI2-BfY,179.00,67492603607135	,订单退费转入,179.00,工单系统审核退费单-套餐已作废/钱包已清零,2026-07-20 20:26:41,SYS,
olAFl6xVzZdh2UCJtosXusa_zDAw,55.00,67862539050642	,订单退费转入,55.00,系统处理工单时转移用户余额，订单号=WN2026022117145665927,2026-07-20 20:22:02,SYS,
olAFl6_3vWxmnRyj7VTjylxHOTzM,0.00,67002523281948	,用户提现,99.00,用户提现-退费单RF2026071922362549761,2026-07-20 20:16:45,用户提现,
ojb7F2Kci8ikL6b66dEnilNEYQvU,0.00,69212621222638	,用户提现,87.20,用户提现-退费单RF2026071823532333248,2026-07-20 20:10:15,用户提现,
ojb7F2Kci8ikL6b66dEnilNEYQvU,87.20,69212621222638	,订单退费转入,87.20,工单系统审核退费单-套餐已作废/钱包已清零,2026-07-20 20:07:48,SYS,
olAFl68klBRUvjpxVaVOmYc0kDOc,0.00,70132627000397	,用户提现,179.00,用户提现-退费单RF2026072019044262198,2026-07-20 20:03:55,用户提现,
olAFl66-UM-bnKppc2U1zoDdc8ms,0.00,68772610297387	,用户提现,8.00,用户提现-退费单RF2026072017374913350,2026-07-20 19:54:51,用户提现,
ojb7F2A_9k-4aop5sSb7lCNXXsFM,0.00,69212621216166	,用户提现,95.00,用户提现-退费单RF2026072019382974283,2026-07-20 19:39:42,用户提现,
ojb7F2A_9k-4aop5sSb7lCNXXsFM,95.00,69212621216166	,订单退费转入,95.00,工单系统流量套餐退款,2026-07-20 19:38:30,SYS,
